first,Debate and argument appeal to you.,"Keeping things going is your strength, especially once someone else starts them.",Money and possessions are important to you for the feelings of security they bring.,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are adventurous.,You are consistent.,You are courageous.,You are gentle.,You are handy with your hands.,You are independent.,You are patient unless someone takes you too far.,You are quiet.,You are reliable.,You are romantic.,You are sensitive.,You are sentimental.,You are shy.,"You are usually outspoken, sometimes to the point of bluntness.",You are usually slow to anger unless someone takes you too far.,"You are very direct in thought, action, and speech and everyone knows how you feel.",You can handle more of the workload than most around you.,You enjoy building and seeing the results of your hard work.,You grasp concepts easily.,You have common sense to manage others.,You have the ability to manage others.,You may be a bit of a perfectionist.,You may be ambidextrous or mechanically inclined.,You may become impatient with those who do n't learn as quickly.,You never find it difficult to change your mind or course in mid-stream.,You never give up.,"You prefer a regular routine, defined responsibilities.","You prefer a regular routine, defined tasks.",You tend to be dependable.,You tend to be friendly.,You tend to be honest.,You tend to be idealistic.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be open-minded.,You tend to be optimistic.,You tend to be versatile.,Your mind is analytical.,Your mind is deep.,Your work is usually neat.,Your work is usually orderly.,you dislike dirt.,you dislike messes.,you probably have a good head for numbers.
You are patient unless someone takes you too far.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
You are quiet.,0.5,0.531959333689406,0.555966603427148,0.5,0.5962843111307372,0.6754633310965971,0.5,0.7728368475585883,0.531959333689406,0.531959333689406,0.5,0.0,0.555966603427148,0.5413049805834588,0.7728368475585883,0.7114234979183998,0.5568500041090754,0.5,0.5208318540269162,0.7509634529853598,0.531959333689406,0.7728368475585883,0.8032445792927121,0.8687679557655923,0.7601037146797023,0.7728368475585883,0.6330753806516254,0.531959333689406,0.5,0.4659095558100226,0.5617708363985566,0.5617708363985566,0.555966603427148,0.5,0.535811346985154,0.5638688046005569,0.7540162700069533,0.5638688046005569,0.5617708363985566,0.5,0.7728368475585883,0.7728368475585883,0.7728368475585883,0.531959333689406,0.4506787083648788,0.8294423360414682,0.8687679557655923
You are reliable.,0.5,0.2868808837645761,0.0,0.5,0.2870629399854435,0.4113949952141878,0.4890314842181784,0.4650431068466975,0.2868808837645761,0.2868808837645761,0.5,0.555966603427148,0.0,0.3195724246044771,0.4650431068466975,0.4733833669630633,0.5276344455019336,0.5,0.4415054054395479,0.3673632621587264,0.2868808837645761,0.4650431068466975,0.4611471527672698,0.4527520489134392,0.4634635217322092,0.4650431068466975,0.29250884454883525,0.2868808837645761,0.5,0.7080726653835779,0.04698198462101644,0.04698198462101644,0.0,0.5,0.261193938057412,0.40975062478381896,0.4680212563373822,0.40975062478381896,0.04698198462101644,0.5,0.4650431068466975,0.4650431068466975,0.4650431068466975,0.2868808837645761,0.4922108517530697,0.457790596672603,0.4527520489134392
You are romantic.,0.4896131763090589,0.4611390999243934,0.3195724246044771,0.5,0.2421363048984333,0.3742702699058883,0.4953759105835888,0.4490408496542585,0.4611390999243934,0.4611390999243934,0.5,0.5413049805834588,0.3195724246044771,0.0,0.4490408496542585,0.4803561509281368,0.5168630146125083,0.5,0.4925530965727957,0.4531262567853078,0.4611390999243934,0.4490408496542585,0.4433614401940703,0.4311232999915263,0.4435527875450973,0.4490408496542585,0.3588485849406582,0.4611390999243934,0.5,0.5914654344507806,0.3008604853776271,0.3008604853776271,0.3195724246044771,0.5,0.4564552505916524,0.4945178638307324,0.4763987573806005,0.4945178638307324,0.3008604853776271,0.5,0.4490408496542585,0.4490408496542585,0.4490408496542585,0.4611390999243934,0.4905674543054645,0.4384683495546384,0.4311232999915263
You are sensitive.,0.5598871435144595,0.4047821419735144,0.4650431068466975,0.5,0.4011897539014365,0.23265282640263854,0.4732484772931463,0.0,0.4047821419735144,0.4047821419735144,0.5,0.7728368475585883,0.4650431068466975,0.4490408496542585,0.0,0.37024407761541983,0.6008063735980356,0.5,0.5540379016371306,0.17871034615016113,0.4047821419735144,0.0,0.15223579254367794,0.13006974536038962,0.2240317962120724,0.0,0.282339880877279,0.4047821419735144,0.5,0.5949484301520718,0.4614177671013166,0.4614177671013166,0.4650431068466975,0.5,0.3933056681935792,0.466240188037468,0.34410382128781186,0.466240188037468,0.4614177671013166,0.5,0.0,0.0,0.0,0.4047821419735144,0.6171313173202634,0.08591107196944292,0.13006974536038962
You are sentimental.,0.5,0.4848007596526164,0.4733833669630633,0.5,0.454209045758565,0.41655303682461403,0.5,0.3702440776154199,0.4848007596526164,0.4848007596526164,0.5,0.7114234979183998,0.4733833669630633,0.4803561509281368,0.37024407761541983,0.0,0.4729632387020004,0.5,0.4900927735442223,0.3806466405900623,0.4848007596526164,0.37024407761541983,0.35578274911785746,0.324621099846254,0.3762997090901623,0.37024407761541983,0.4367119253955505,0.4848007596526164,0.5,0.5162127552416493,0.4706229861359157,0.4706229861359157,0.4733833669630633,0.5,0.4829688167068597,0.4696252330771922,0.0838386692462409,0.4696252330771922,0.4706229861359157,0.5,0.37024407761541983,0.37024407761541983,0.37024407761541983,0.4848007596526164,0.5234562514065838,0.3433236032152434,0.324621099846254
You are shy.,0.466514454735135,0.3472636652827799,0.5276344455019336,0.5,0.5199013967055677,0.43649934408681984,0.5592644185971004,0.6008063735980356,0.3472636652827799,0.3472636652827799,0.5,0.5568500041090754,0.5276344455019336,0.5168630146125083,0.6008063735980356,0.4729632387020004,0.0,0.5,0.47743835820632397,0.4569294286391576,0.3472636652827799,0.6008063735980356,0.4655200334200861,0.458069796926964,0.4675756954934329,0.6008063735980356,0.4327188190082033,0.3472636652827799,0.5,0.4986633488946303,0.5153691836250661,0.5153691836250661,0.5276344455019336,0.5,0.3288545708444445,0.5702615333493997,0.4675164902406597,0.5702615333493997,0.5153691836250661,0.5,0.6008063735980356,0.6008063735980356,0.6008063735980356,0.3472636652827799,0.5,0.4625412570829371,0.458069796926964
"You are usually outspoken, sometimes to the point of bluntness.",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
You are usually slow to anger unless someone takes you too far.,0.4006884754063881,0.4055671500177244,0.4415054054395479,0.5,0.4957289070525864,0.4607392181779954,0.4953979010248643,0.5540379016371306,0.4055671500177244,0.4055671500177244,0.5,0.5208318540269162,0.4415054054395479,0.4925530965727957,0.5540379016371306,0.4900927735442223,0.47743835820632397,0.5,0.0,0.4643839000728726,0.4055671500177244,0.5540379016371306,0.4763565845258447,0.4824133972791947,0.4864004149738518,0.5540379016371306,0.4584018191677062,0.4055671500177244,0.5,0.4960357563816262,0.44717663886569736,0.44717663886569736,0.4415054054395479,0.5,0.3941852921472745,0.4526843466877482,0.4880968920901017,0.4526843466877482,0.44717663886569736,0.5,0.5540379016371306,0.5540379016371306,0.5540379016371306,0.4055671500177244,0.44578655124537614,0.5447529935238802,0.4824133972791947
"You are very direct in thought, action, and speech and everyone knows how you feel.",0.5529503687603547,0.34980779685787955,0.3673632621587264,0.5,0.4091113946920103,0.07829905189384079,0.4973983240102438,0.17871034615016113,0.34980779685787955,0.3498077968578795,0.5,0.7509634529853598,0.3673632621587264,0.4531262567853078,0.17871034615016113,0.3806466405900623,0.4569294286391576,0.5,0.4643839000728726,0.0,0.34980779685787955,0.17871034615016113,0.08620290332854885,0.1597271413342582,0.24615623235452644,0.17871034615016113,0.19231778834252236,0.34980779685787955,0.5,0.6726978478388324,0.3247693059788235,0.3247693059788235,0.3673632621587264,0.5,0.33170534300062315,0.467963906440189,0.3566020547923533,0.467963906440189,0.3247693059788234,0.5,0.17871034615016113,0.17871034615016113,0.17871034615016113,0.3498077968578795,0.603563905064141,0.1120523490232878,0.1597271413342582
You can handle more of the workload than most around you.,0.34259846249403586,0.0,0.2868808837645761,0.5,0.4541371334538011,0.3344382644086833,0.494095278963241,0.4047821419735144,0.0,0.0,0.5,0.531959333689406,0.2868808837645761,0.4611390999243934,0.4047821419735144,0.4848007596526164,0.3472636652827799,0.5,0.4055671500177244,0.34980779685787955,0.0,0.4047821419735144,0.3809369494062267,0.426818504325831,0.4509054242096434,0.4047821419735144,0.3245815112072987,0.0,0.5,0.5681738339484995,0.30754344694375474,0.30754344694375474,0.2868808837645761,0.5,0.05378202190139464,0.4274103615076861,0.481738764243359,0.4274103615076861,0.30754344694375474,0.5,0.4047821419735144,0.4047821419735144,0.4047821419735144,0.0,0.41407562996946,0.3850272832947381,0.426818504325831
You enjoy building and seeing the results of your hard work.,0.5598871435144595,0.4047821419735144,0.4650431068466974,0.5,0.4011897539014365,0.23265282640263854,0.4732484772931463,0.0,0.4047821419735144,0.4047821419735144,0.5,0.7728368475585883,0.4650431068466975,0.4490408496542585,0.0,0.37024407761541983,0.6008063735980356,0.5,0.5540379016371306,0.17871034615016113,0.4047821419735144,0.0,0.15223579254367808,0.13006974536038962,0.2240317962120724,0.0,0.282339880877279,0.4047821419735144,0.5,0.5949484301520718,0.4614177671013166,0.4614177671013166,0.4650431068466974,0.5,0.3933056681935792,0.466240188037468,0.3441038212878118,0.466240188037468,0.4614177671013166,0.5,0.0,0.0,0.0,0.4047821419735144,0.6171313173202634,0.08591107196944292,0.13006974536038962
You grasp concepts easily.,0.5714046011320273,0.3809369494062267,0.4611471527672698,0.5,0.3901773284067361,0.1657016791191539,0.4964036244653888,0.15223579254367794,0.3809369494062267,0.3809369494062266,0.5,0.8032445792927121,0.4611471527672698,0.4433614401940703,0.15223579254367794,0.35578274911785746,0.4655200334200861,0.5,0.4763565845258447,0.08620290332854885,0.3809369494062267,0.15223579254367808,0.0,0.08884093024954992,0.19327507407933572,0.15223579254367794,0.25608865196075764,0.3809369494062266,0.5,0.6010069427737901,0.4571177680425945,0.4571177680425945,0.4611471527672698,0.5,0.3665864482857493,0.4556613273608306,0.3267291549878822,0.4556613273608306,0.4571177680425945,0.5,0.15223579254367794,0.15223579254367794,0.15223579254367794,0.3809369494062266,0.6396579382902601,0.08008511709028449,0.08884093024954992
You have common sense to manage others.,0.5341910029940913,0.426818504325831,0.4527520489134392,0.5,0.3664474656245331,0.2620952032934628,0.4956265399462136,0.13006974536038962,0.426818504325831,0.426818504325831,0.5,0.8687679557655923,0.4527520489134392,0.4311232999915263,0.13006974536038962,0.324621099846254,0.458069796926964,0.5,0.4824133972791947,0.1597271413342582,0.426818504325831,0.13006974536038962,0.08884093024954992,0.0,0.12699968395829306,0.13006974536038962,0.3195675917999029,0.426818504325831,0.5,0.5287797282839193,0.4478520174887148,0.4478520174887148,0.4527520489134392,0.5,0.4179980421385024,0.4460808773279884,0.28928976914301896,0.4460808773279884,0.4478520174887148,0.5,0.13006974536038962,0.13006974536038962,0.13006974536038962,0.426818504325831,0.5668730713501478,0.053320277845835214,0.0
You have the ability to manage others.,0.5,0.4509054242096434,0.4634635217322092,0.5,0.3905483526235256,0.3225228712812472,0.4966180368770389,0.2240317962120724,0.4509054242096434,0.4509054242096434,0.5,0.7601037146797023,0.4634635217322092,0.4435527875450973,0.2240317962120724,0.3762997090901623,0.4675756954934329,0.5,0.4864004149738518,0.24615623235452644,0.4509054242096434,0.2240317962120724,0.19327507407933572,0.12699968395829306,0.0,0.2240317962120724,0.3653973094343951,0.4509054242096434,0.5,0.522255143192811,0.4596743650059642,0.4596743650059642,0.4634635217322092,0.5,0.4449881244144901,0.4583047559011579,0.3513794029279588,0.4583047559011579,0.4596743650059642,0.5,0.2240317962120724,0.2240317962120724,0.2240317962120724,0.4509054242096434,0.5498873534965695,0.16677664493414934,0.12699968395829306
You may be a bit of a perfectionist.,0.5598871435144595,0.4047821419735144,0.4650431068466975,0.5,0.4011897539014365,0.23265282640263854,0.4732484772931463,0.0,0.4047821419735144,0.4047821419735144,0.5,0.7728368475585883,0.4650431068466975,0.4490408496542585,0.0,0.37024407761541983,0.6008063735980356,0.5,0.5540379016371306,0.17871034615016113,0.4047821419735144,0.0,0.15223579254367794,0.13006974536038962,0.2240317962120724,0.0,0.282339880877279,0.4047821419735144,0.5,0.5949484301520718,0.4614177671013166,0.4614177671013166,0.4650431068466974,0.5,0.3933056681935792,0.466240188037468,0.34410382128781186,0.466240188037468,0.4614177671013166,0.5,0.0,0.0,0.0,0.4047821419735144,0.6171313173202634,0.08591107196944292,0.13006974536038962
You may be ambidextrous or mechanically inclined.,0.5132550533380387,0.3245815112072987,0.29250884454883525,0.5,0.3334158884874288,0.19447073055203254,0.4973989384679436,0.282339880877279,0.3245815112072987,0.3245815112072987,0.5,0.6330753806516254,0.29250884454883525,0.3588485849406582,0.282339880877279,0.4367119253955505,0.4327188190082033,0.5,0.4584018191677062,0.19231778834252236,0.3245815112072987,0.282339880877279,0.25608865196075764,0.3195675917999029,0.3653973094343951,0.282339880877279,0.0,0.3245815112072987,0.5,0.6943176982588853,0.14559666792648768,0.14559666792648768,0.2925088445488353,0.5,0.3034385688131808,0.4680238718928756,0.423962091228153,0.4680238718928756,0.14559666792648768,0.5,0.282339880877279,0.282339880877279,0.282339880877279,0.3245815112072987,0.5711420640853143,0.2371819138488785,0.3195675917999029
You may become impatient with those who do n't learn as quickly.,0.3425984624940359,0.0,0.2868808837645761,0.5,0.4541371334538011,0.3344382644086833,0.494095278963241,0.4047821419735144,0.0,0.0,0.5,0.531959333689406,0.2868808837645761,0.4611390999243934,0.4047821419735144,0.4848007596526164,0.3472636652827799,0.5,0.4055671500177244,0.34980779685787955,0.0,0.4047821419735144,0.3809369494062266,0.426818504325831,0.4509054242096434,0.4047821419735144,0.3245815112072987,0.0,0.5,0.5681738339484995,0.30754344694375474,0.30754344694375474,0.2868808837645761,0.5,0.05378202190139464,0.4274103615076861,0.481738764243359,0.4274103615076861,0.30754344694375474,0.5,0.4047821419735144,0.4047821419735144,0.4047821419735144,0.0,0.41407562996946,0.3850272832947381,0.426818504325831
You never find it difficult to change your mind or course in mid-stream.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
You never give up.,0.4813067903989078,0.5681738339484995,0.7080726653835779,0.5,0.4991960607188495,0.6730872605444826,0.5040016615926706,0.5949484301520718,0.5681738339484995,0.5681738339484995,0.5,0.4659095558100226,0.7080726653835779,0.5914654344507806,0.5949484301520718,0.5162127552416493,0.4986633488946303,0.5,0.4960357563816262,0.6726978478388324,0.5681738339484995,0.5949484301520718,0.6010069427737901,0.5287797282839193,0.522255143192811,0.5949484301520718,0.6943176982588853,0.5681738339484995,0.5,0.0,0.7296516455416343,0.7296516455416343,0.7080726653835779,0.5,0.57639072974939,0.5703747712910209,0.5194789304574315,0.5703747712910209,0.7296516455416343,0.5,0.5949484301520718,0.5949484301520718,0.5949484301520718,0.5681738339484995,0.4897955109951716,0.61464739060237,0.5287797282839193
"You prefer a regular routine, defined responsibilities.",0.5156652988281448,0.30754344694375474,0.04698198462101644,0.5,0.2649794789767702,0.18431747377577906,0.4889959343027177,0.4614177671013166,0.30754344694375474,0.30754344694375474,0.5,0.5617708363985566,0.04698198462101644,0.3008604853776271,0.4614177671013166,0.4706229861359157,0.5153691836250661,0.5,0.44717663886569736,0.3247693059788235,0.30754344694375474,0.4614177671013166,0.4571177680425945,0.4478520174887148,0.4596743650059642,0.4614177671013166,0.14559666792648768,0.30754344694375474,0.5,0.7296516455416343,0.0,0.0,0.04698198462101644,0.5,0.28434693075755435,0.3954918310505649,0.4647047770982517,0.3954918310505649,0.0,0.5,0.4614177671013166,0.4614177671013166,0.4614177671013166,0.30754344694375474,0.4914030480218164,0.4534131073219178,0.4478520174887148
"You prefer a regular routine, defined tasks.",0.5156652988281448,0.30754344694375474,0.04698198462101644,0.5,0.2649794789767702,0.18431747377577906,0.4889959343027177,0.4614177671013166,0.30754344694375474,0.30754344694375474,0.5,0.5617708363985566,0.04698198462101644,0.3008604853776271,0.4614177671013166,0.4706229861359157,0.5153691836250661,0.5,0.44717663886569736,0.3247693059788235,0.30754344694375474,0.4614177671013166,0.4571177680425945,0.4478520174887148,0.4596743650059642,0.4614177671013166,0.14559666792648768,0.30754344694375474,0.5,0.7296516455416343,0.0,0.0,0.04698198462101644,0.5,0.28434693075755435,0.3954918310505649,0.4647047770982517,0.3954918310505649,0.0,0.5,0.4614177671013166,0.4614177671013166,0.4614177671013166,0.30754344694375474,0.4914030480218164,0.4534131073219178,0.4478520174887148
You tend to be dependable.,0.5,0.2868808837645761,0.0,0.5,0.2870629399854435,0.4113949952141878,0.4890314842181784,0.4650431068466975,0.2868808837645761,0.2868808837645761,0.5,0.555966603427148,0.0,0.3195724246044771,0.4650431068466975,0.4733833669630633,0.5276344455019336,0.5,0.4415054054395479,0.3673632621587264,0.2868808837645761,0.4650431068466974,0.4611471527672698,0.4527520489134392,0.4634635217322092,0.4650431068466974,0.2925088445488353,0.2868808837645761,0.5,0.7080726653835779,0.04698198462101644,0.04698198462101644,0.0,0.5,0.261193938057412,0.40975062478381896,0.4680212563373822,0.40975062478381896,0.04698198462101644,0.5,0.4650431068466974,0.4650431068466974,0.4650431068466974,0.2868808837645761,0.4922108517530697,0.4577905966726029,0.4527520489134392
You tend to be friendly.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
You tend to be honest.,0.3236270777606573,0.05378202190139464,0.261193938057412,0.5,0.44860934700387145,0.31448334253944965,0.4933835912865727,0.3933056681935792,0.05378202190139464,0.05378202190139464,0.5,0.535811346985154,0.261193938057412,0.4564552505916524,0.3933056681935792,0.4829688167068597,0.3288545708444445,0.5,0.3941852921472745,0.33170534300062315,0.05378202190139464,0.3933056681935792,0.3665864482857493,0.4179980421385024,0.4449881244144901,0.3933056681935792,0.3034385688131808,0.05378202190139464,0.5,0.57639072974939,0.28434693075755435,0.28434693075755435,0.261193938057412,0.5,0.0,0.4186612350295386,0.4795377633209059,0.4186612350295386,0.28434693075755435,0.5,0.3933056681935792,0.3933056681935792,0.3933056681935792,0.05378202190139464,0.4037192871557133,0.3711697843336837,0.4179980421385024
