first,Debate and argument appeal to you.,"Keeping things going is your strength, especially once someone else starts them.",Money and possessions are important to you for the feelings of security they bring.,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are adventurous.,You are consistent.,You are courageous.,You are gentle.,You are handy with your hands.,You are independent.,You are patient unless someone takes you too far.,You are quiet.,You are reliable.,You are romantic.,You are sensitive.,You are sentimental.,You are shy.,"You are usually outspoken, sometimes to the point of bluntness.",You are usually slow to anger unless someone takes you too far.,"You are very direct in thought, action, and speech and everyone knows how you feel.",You can handle more of the workload than most around you.,You enjoy building and seeing the results of your hard work.,You grasp concepts easily.,You have common sense to manage others.,You have the ability to manage others.,You may be a bit of a perfectionist.,You may be ambidextrous or mechanically inclined.,You may become impatient with those who do n't learn as quickly.,You never find it difficult to change your mind or course in mid-stream.,You never give up.,"You prefer a regular routine, defined responsibilities.","You prefer a regular routine, defined tasks.",You tend to be dependable.,You tend to be friendly.,You tend to be honest.,You tend to be idealistic.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be open-minded.,You tend to be optimistic.,You tend to be versatile.,Your mind is analytical.,Your mind is deep.,Your work is usually neat.,Your work is usually orderly.,you dislike dirt.,you dislike messes.,you probably have a good head for numbers.
You are patient unless someone takes you too far.,0.497521959290933,0.45030883891692697,0.4984404261816283,0.9391719722546236,0.9457715748082384,0.4909731527961452,0.8868547176449417,0.4901942749782383,0.4946948062224695,0.4930675862846397,0.0,0.4907645985584931,0.4914220527254665,0.4860235196646727,0.4946182226994733,0.4847030560871122,0.49318835009309203,0.8659641796868643,0.007679010252381898,0.9820505461771428,0.498759446939166,0.4943316168743264,0.4961760161092921,0.4967936759933268,0.4985191892591233,0.4928918503654736,0.498278431408447,0.4804007211543642,0.7907042275261548,0.4975653690387142,0.4990386114307621,0.4988060365290095,0.4879229137499825,0.4907459382079541,0.4917352005858635,0.4964227167250067,0.4984111122665211,0.4929150258631282,0.4971917663951703,0.4933249079772307,0.4710850759365093,0.4968854284398613,0.4981905302953522,0.4986213511237348,0.4950199474135131,0.495059560180281,0.4888715397259221
You are quiet.,0.9994100238598708,0.4975385479707448,0.4938412259159981,0.8233942464928703,0.9992330001520148,0.1610992804618759,0.9980573320124808,0.09677624897489992,0.8051668272605266,0.4403028456586093,0.4907645985584931,0.0,0.3690787546693351,0.9727338838914708,0.4294242736324486,0.9885892686630772,0.0748736887325278,0.999411928979736,0.4983266902085246,0.9994808747847236,0.4982766734579603,0.4985897647883545,0.4947349425710338,0.4906937074080596,0.4762652004981772,0.498399815670772,0.4479770147054261,0.4993687873156602,0.9851955384912516,0.9240984354415772,0.4948193774491935,0.4855574019173388,0.43810465671382537,0.495851386484751,0.4909972265906988,0.4952245425105086,0.6432657930780278,0.4948870133435634,0.8152981898213874,0.47877732864055894,0.9703027681427716,0.4939510727287548,0.4991186696611805,0.4981390062183965,0.4943082195360512,0.4867744205027949,0.4995374021081777
You are reliable.,0.4929900225345904,0.4878433308102753,0.4940828643637162,0.4463080995413019,0.9941547277163421,0.009683509087047518,0.3489283242816541,0.3802678707274461,0.4292290855286588,0.10774741157059964,0.4914220527254665,0.3690787546693351,0.0,0.9442818408333464,0.8692524682536323,0.8674670025381817,0.9709940594598704,0.4980976821163808,0.4984445217624224,0.4951465833667973,0.4945642241917456,0.4971082144557424,0.4785858021368145,0.4669248183259418,0.3648219675417405,0.4982225044593551,0.4782060763015644,0.4993424912515749,0.98210389475575,0.08104388650187579,0.4935307451986794,0.4789105913739605,0.0070014526520450005,0.4901938597204114,0.36902531580838055,0.912582496392046,0.3503135458776272,0.4919313669222338,0.4905300373755506,0.8829261449264542,0.481562060535289,0.4782013953993703,0.4992675894058747,0.4969261526537293,0.6512031349094842,0.4814279062749489,0.4988838689396185
You are romantic.,0.6396987715805128,0.4813599756566844,0.4880983612640751,0.483368633801961,0.8465554753877021,0.7020959522258153,0.9628368237816184,0.5996787512493418,0.8320114275041147,0.9301945566900384,0.4860235196646727,0.9727338838914708,0.9442818408333464,0.0,0.6554299970574596,0.040575460572266686,0.9902464025757562,0.4970395135481021,0.4975771898553195,0.8583156436903842,0.4887511046410648,0.4955759531876847,0.4469892751025099,0.8178377071947514,0.47059409559976206,0.4974871023632678,0.492206756077961,0.499058932032745,0.4871593832333287,0.4632153049602133,0.4931239640878342,0.4913131881599765,0.4442998664473761,0.3770148664867256,0.8064722262742077,0.13571996224458474,0.8784471421831179,0.4854502275248737,0.10480993211982463,0.4354932372464244,0.9975885035023112,0.4897744667381894,0.4987704696780279,0.4977833428002874,0.4539825787692799,0.4914772252780037,0.9637613825772016
You are sensitive.,0.8801290854427334,0.6463708064569972,0.4975516970451674,0.7840392071980576,0.9977438207488281,0.8772514236459135,0.9831156147608208,0.13219046375957544,0.9406543700830712,0.9712972817084732,0.4946182226994733,0.4294242736324486,0.8692524682536323,0.6554299970574596,0.0,0.0280219475309552,0.116716614242974,0.9635656597923754,0.4974217667064252,0.9674923961947384,0.7916740901185413,0.4633380602808083,0.4178546734382211,0.4865982367071228,0.7325374652686297,0.4872979219622035,0.4674193313797193,0.4992354592115322,0.9568389456698556,0.7374624351053473,0.4898645821809864,0.4668179682426602,0.4635690007447426,0.43469878823588176,0.4675106913848988,0.4744963161865917,0.5294227749045052,0.4680233616491301,0.8515124816360886,0.911233716739804,0.9806791677957704,0.4206087069368951,0.4985814719232109,0.49838637438094197,0.4902527312846382,0.4824112158239657,0.4973823065207927
You are sentimental.,0.4863268954851834,0.4862454663137003,0.4797408008793187,0.4864890690076568,0.9980301398191868,0.9072645550822164,0.9862721993105812,0.4354044882656874,0.8789107379386508,0.9957856675822142,0.4847030560871122,0.9885892686630772,0.8674670025381817,0.040575460572266686,0.0280219475309552,0.0,0.9471901845498628,0.8898464193638396,0.4956392112478457,0.9939732003025776,0.4968539403568607,0.4968509833586621,0.44842950726278974,0.7628815268354698,0.8239489669621454,0.4787318005275059,0.4114352409823984,0.49844530910741097,0.9315491983970076,0.4773510383405553,0.4871950032300354,0.4854421596474631,0.3468725643158081,0.4818403536068524,0.4678682975707301,0.27337557519768946,0.9756220322621258,0.9345948006493768,0.8961826116780324,0.9681719813315848,0.9941794702818184,0.4731402525833992,0.4931235314713615,0.4920957556523459,0.4593858334177859,0.44709717600179466,0.931463451448316
You are shy.,0.973594385906694,0.9077223392434166,0.4932065537742419,0.9978824490633004,0.9992018161306401,0.8604572427023679,0.9990746009656422,0.5657014593019429,0.9655897182329088,0.9990559201057636,0.49318835009309203,0.0748736887325278,0.9709940594598704,0.9902464025757562,0.116716614242974,0.9471901845498628,0.0,0.9991734903989856,0.494452274813975,0.9993883538351088,0.8348233464482215,0.7926691196944333,0.8651613634554447,0.8188508688314124,0.9503194963326708,0.496427272384248,0.4398695616063957,0.4993227375868054,0.9928685061656176,0.9988073047189924,0.4827372192576456,0.4534742158487389,0.9088227940350596,0.9747698403572151,0.8454246711134417,0.7616380151482303,0.015292362241411547,0.9735731414445038,0.9284359254041772,0.9812239314393392,0.8768565793069439,0.9402180989471468,0.4982281442909332,0.4976780747724329,0.4793251241332118,0.4855246728413403,0.8540592914700395
"You are usually outspoken, sometimes to the point of bluntness.",0.4719579951052522,0.4980225123099088,0.49809053245930895,0.4981004299362145,0.4803701639844769,0.4976727258628838,0.4850940563486149,0.9990527075227154,0.4979217385875965,0.4960141003817859,0.8659641796868643,0.999411928979736,0.4980976821163808,0.4970395135481021,0.9635656597923754,0.8898464193638396,0.9991734903989856,0.0,0.9471402391224959,0.10544033365046572,0.499370171222391,0.4989136299235848,0.4981061975314887,0.4977457371906074,0.4983135371838544,0.4943089736633571,0.4991565715930904,0.4986282739096394,0.4417199865876607,0.4870779283148115,0.4982128111746972,0.4976369289233358,0.8695739791009343,0.8418509656621348,0.35494918581506435,0.4916092553885228,0.9965845572571932,0.4968801604438186,0.4959210403364655,0.493737637115693,0.49718958701523996,0.495603922298824,0.8710855587096418,0.6627570916239252,0.49469615677238,0.4917426109908634,0.498131824430592
You are usually slow to anger unless someone takes you too far.,0.499537279530452,0.4843154547242869,0.4980487214250933,0.4991788437349481,0.4990499001485245,0.4987425362018106,0.4990222230304511,0.4964423289337313,0.4992011669649917,0.4991125220050243,0.007679010252381898,0.4983266902085246,0.4984445217624224,0.4975771898553195,0.4974217667064252,0.4956392112478457,0.494452274813975,0.9471402391224959,0.0,0.994653708955955,0.4992950786381773,0.4987410440088141,0.4991279896687876,0.4992898549094398,0.499449102120641,0.4969722512748227,0.4995570278702992,0.4937215981776568,0.4970085513257403,0.4979712825168855,0.498815305759229,0.4979502814327009,0.4770679263504308,0.4708396370451662,0.4910373186625625,0.4947198151339566,0.4986377475227552,0.4878837341968598,0.494134806099936,0.49464927152017496,0.499547848496251,0.4993533062269948,0.4950625158314838,0.4961884234802442,0.4988193286131501,0.4988970822764065,0.4984626890965698
"You are very direct in thought, action, and speech and everyone knows how you feel.",0.8473052946456855,0.4969697219422372,0.4989660562361302,0.4926091944755863,0.9884551904251752,0.479865148537014,0.4933906657279571,0.9991996738232772,0.4448985327947296,0.4952043281238219,0.9820505461771428,0.9994808747847236,0.4951465833667973,0.8583156436903842,0.9674923961947384,0.9939732003025776,0.9993883538351088,0.10544033365046572,0.994653708955955,0.0,0.49865351549358,0.4995128868491619,0.4647923691394191,0.47763019602195,0.4114764444323398,0.4980085843096101,0.495676820285463,0.4994562562671331,0.9990207019344488,0.4834225858695968,0.4970151775339113,0.4874613263780964,0.485130497290312,0.9735250108064012,0.4761071342262061,0.9427065229900472,0.4888681631853125,0.996889758175742,0.4989435753969804,0.9953158998746722,0.5873733692981261,0.3724849839621093,0.4988337240037361,0.4966291900546276,0.4976551704783102,0.4883868310577623,0.4994694894057761
You can handle more of the workload than most around you.,0.4972263539924334,0.4908902611920023,0.4890850820995814,0.4943999796636738,0.4888539108093946,0.4916657999358477,0.4929844510174189,0.4972192715687802,0.4962733088133554,0.482130807920237,0.498759446939166,0.4982766734579603,0.4945642241917456,0.4887511046410648,0.7916740901185413,0.4968539403568607,0.8348233464482215,0.499370171222391,0.4992950786381773,0.49865351549358,0.0,0.4964068979916977,0.4950319426707746,0.4314449960806912,0.017637935310344962,0.4987549119377175,0.4955230566225757,0.4994887384333835,0.4745968701787402,0.4838491902441489,0.4986295336638407,0.4989135937059308,0.4695023584021991,0.4976879294475201,0.4962568721773517,0.4969805103923894,0.4764487666335543,0.4892888545841017,0.4934097432144954,0.4588009824262444,0.4967033950860179,0.4963804540123404,0.4994009585963409,0.4958940339468998,0.495694004073441,0.494433400806808,0.4912411423073295
You enjoy building and seeing the results of your hard work.,0.9626676578469006,0.4971879985747364,0.4886918529110245,0.4990952657971293,0.4960545112584066,0.4985603044330561,0.4959765263188434,0.4986443029762278,0.4989537342361939,0.4981612320723702,0.4943316168743264,0.4985897647883545,0.4971082144557424,0.4955759531876847,0.4633380602808083,0.4968509833586621,0.7926691196944333,0.4989136299235848,0.4987410440088141,0.4995128868491619,0.4964068979916977,0.0,0.4982046371612042,0.4757500597845673,0.4918683239319302,0.4963987786944274,0.4987091387075637,0.4995036908321056,0.5307493783459173,0.4976009585672829,0.4973665233137155,0.4981151649095069,0.4741350910173241,0.4960229018631915,0.4896372374915897,0.497201876554816,0.4988930953054035,0.499300512581755,0.4988312594853966,0.4956075030154458,0.4548334244942663,0.4992667840682392,0.49938077603126707,0.4992823379147665,0.9158023957532528,0.4932323528618001,0.4973768231505688
You grasp concepts easily.,0.4944702954427025,0.4961087186270947,0.4975883270250217,0.48747340573243,0.4627170851497087,0.472162489235313,0.4794939157184733,0.4788167287591792,0.4464329010015593,0.4795829242642182,0.4961760161092921,0.4947349425710338,0.4785858021368145,0.4469892751025099,0.4178546734382211,0.44842950726278974,0.8651613634554447,0.4981061975314887,0.4991279896687876,0.4647923691394191,0.4950319426707746,0.4982046371612042,0.0,0.4812856251689499,0.4771004297080373,0.4985662240067302,0.484422449763253,0.4994127108266781,0.497769513786934,0.4792840221102098,0.4954498342058998,0.4788878509481451,0.453307957587462,0.4947739130963764,0.4862264746042823,0.4908782425028075,0.470566134819547,0.4259258195205369,0.494968100871593,0.462750911011563,0.4572190814924808,0.4215741302795936,0.4994275498596921,0.4985657640004139,0.7590977724390309,0.4763457256737448,0.4990131222683091
You have common sense to manage others.,0.4939529514916221,0.43561784689993,0.4848532674066266,0.4872535957982549,0.8256781912743814,0.4657442399028277,0.4864026529299034,0.4578579208476875,0.4704462481933047,0.4665552370087682,0.4967936759933268,0.4906937074080596,0.4669248183259418,0.8178377071947514,0.4865982367071228,0.7628815268354698,0.8188508688314124,0.4977457371906074,0.4992898549094398,0.47763019602195,0.4314449960806912,0.4757500597845673,0.4812856251689499,0.0,0.007378046873052635,0.4970240564972256,0.4940651931740293,0.4992419265960133,0.4936459728966245,0.4720538277705556,0.4848929632019505,0.4855318052103804,0.4063507780103102,0.4906504459839454,0.46913847250670204,0.7494149822940638,0.42635588865280816,0.4726920688300466,0.4883933577063822,0.4761312190018626,0.491804258131601,0.4954250233177701,0.4988540947522962,0.4856556066881945,0.4770795039300425,0.4910422465347338,0.4234211857224339
You have the ability to manage others.,0.460228443866193,0.02270297752771671,0.48500474572339297,0.4214393547859889,0.4729022859157377,0.4263167282116998,0.407918855334998,0.4866047909326322,0.4130307105197428,0.1609405451421169,0.4985191892591233,0.4762652004981772,0.3648219675417405,0.47059409559976206,0.7325374652686297,0.8239489669621454,0.9503194963326708,0.4983135371838544,0.499449102120641,0.4114764444323398,0.017637935310344962,0.4918683239319302,0.4771004297080373,0.007378046873052635,0.0,0.4986655430757179,0.4583689899776924,0.4995219745684432,0.4959933022979777,0.4806272502054474,0.4977630753876927,0.4915182520249317,0.3934839628344581,0.4962778147976689,0.4930017464786856,0.4968579700918329,0.4077853619455334,0.4917964045096892,0.495868671004497,0.3790728902905838,0.4835648252293798,0.4894561269203342,0.4994438328186325,0.49867363939455894,0.4290842065919952,0.4949158657196334,0.4727248154169006
You may be a bit of a perfectionist.,0.4975260047874317,0.49817408695542703,0.4892565868241465,0.4819106635999377,0.984974358517082,0.4965798304604584,0.4985321791937207,0.972009928397792,0.4982070673891174,0.4986227267130597,0.4928918503654736,0.498399815670772,0.4982225044593551,0.4974871023632678,0.4872979219622035,0.4787318005275059,0.496427272384248,0.4943089736633571,0.4969722512748227,0.4980085843096101,0.4987549119377175,0.4963987786944274,0.4985662240067302,0.4970240564972256,0.4986655430757179,0.0,0.4777754239174641,0.4903405530697061,0.9979060718050222,0.486234626216351,0.4940366257682047,0.4896993955350159,0.4932528375317266,0.4982668382449284,0.4960727205278982,0.12203550398278593,0.4452526962691128,0.9853199383785916,0.4974921464122511,0.8877973405746374,0.4792901141055078,0.4985820257991381,0.4758571885998025,0.4893672992366386,0.4909101779540477,0.484459923579012,0.4687259142585462
You may be ambidextrous or mechanically inclined.,0.4960547066319901,0.4982327497782885,0.4872020268610958,0.4953870223332986,0.4752957606770939,0.9751757408454126,0.4704292496659114,0.4801283046448018,0.46027567776550604,0.4620714521471206,0.498278431408447,0.4479770147054261,0.4782060763015644,0.492206756077961,0.4674193313797193,0.4114352409823984,0.4398695616063957,0.4991565715930904,0.4995570278702992,0.495676820285463,0.4955230566225757,0.4987091387075637,0.484422449763253,0.4940651931740293,0.4583689899776924,0.4777754239174641,0.0,0.498955811397831,0.41972599648457737,0.4344037924796515,0.4981357464658623,0.4948740957683775,0.4848460876471122,0.4990767340232308,0.4986975777741542,0.4918015438428238,0.4803767198473114,0.4923490415479225,0.49847664856994606,0.4828798264863164,0.4879947926725204,0.486079956709266,0.4994883143552695,0.4988125755691064,0.42554317791108,0.4958197270214457,0.4893706376782755
You may become impatient with those who do n't learn as quickly.,0.499404225324589,0.4992765944152695,0.4994151846622866,0.4993839500863238,0.4992299057682982,0.4991529474533978,0.4993715007326816,0.9991255307409864,0.4994543199387117,0.4993517475975402,0.4804007211543642,0.4993687873156602,0.4993424912515749,0.499058932032745,0.4992354592115322,0.49844530910741097,0.4993227375868054,0.4986282739096394,0.4937215981776568,0.4994562562671331,0.4994887384333835,0.4995036908321056,0.4994127108266781,0.4992419265960133,0.4995219745684432,0.4903405530697061,0.498955811397831,0.0,0.4995732335168566,0.9986155154403584,0.4992815707799706,0.4992523592156661,0.4988374056703691,0.9837008082191816,0.4992489177534146,0.4987471761851018,0.4993108098935222,0.9725165721722852,0.4992724125077078,0.4993695595005742,0.49935849748499295,0.4994994891538059,0.4994946236197223,0.4994486496611226,0.4989119539744176,0.4986674624701604,0.4994452562466644
You never find it difficult to change your mind or course in mid-stream.,0.4923410553636644,0.9385734325441316,0.9387031461313182,0.9969448492434962,0.4698687607190442,0.9976503161928648,0.4949575157944927,0.4965761669032989,0.4946035481082959,0.4807421796538424,0.7907042275261548,0.9851955384912516,0.98210389475575,0.4871593832333287,0.9568389456698556,0.9315491983970076,0.9928685061656176,0.4417199865876607,0.4970085513257403,0.9990207019344488,0.4745968701787402,0.5307493783459173,0.497769513786934,0.4936459728966245,0.4959933022979777,0.9979060718050222,0.41972599648457737,0.4995732335168566,0.0,0.45049134446474703,0.9089220593190721,0.9270062074291959,0.9837889469342193,0.4688804306128042,0.3575252080554973,0.4140621497064086,0.9752173465206884,0.4476845823031513,0.4970240266900038,0.07046797275823256,0.37740889776752506,0.4439343219555879,0.9218426836384992,0.9848871638477379,0.6368669816953689,0.6850735040903287,0.4832522674023312
